,ID,User,Tweets,fav_count,rt_count,tweet_date
33,1259407867037319169,Mike,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 09:00:08
34,1259407865095376896,OkieMom,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 09:00:08
35,1259407863413215237,Pollyanna⭐️⭐️⭐️,"RT @catturd2: What did Joe Biden know and when did he forget it, and when did he remember it again, and when did he forget it again?",0,2570,2020-05-10 09:00:07
36,1259407852734574594,Progressive socialist leftist policy 4 all,"RT @SavageJoyMarie1: Don’t expect Hillary supporters to care about the accusations against Joe Biden; They view her as their 👑, regardless…",0,41,2020-05-10 09:00:05
37,1259407851317014530,Julio Mazariegos,"RT @OMARRSHABAZZ: For the black people that supports Joe Biden obviously your not doing research.

A large number of whites supporting Bide…",0,775,2020-05-10 09:00:05
38,1259407843968593920,Briar,RT @mldauber: Tara Reade seemingly told everyone she ever met in the mid 1990s that Biden sexually harassed her. It's turned up everyone fr…,0,662,2020-05-10 09:00:03
39,1259407837417156610,Orel Everett,"RT @charliekirk11: Barack Obama:

Targeted conservatives with the IRS

Targeted journalists who wrote unfavorably about him

Targeted his p…",0,9881,2020-05-10 09:00:01
40,1259407837060448257,💧 Jack Bollocks 💧,"RT @SovernNation: .@BarackObama blasts Trump’s handling of #coronavirus as “an absolute chaotic disaster, “ tells Obama admin alums he “wil…",0,687,2020-05-10 09:00:01
41,1259407836859301888,Lie Detector Test,"A very different view was adopted when Brett Kavanaugh was accused of sexual assault.  Kavanaugh should have taken a #LieDetectorTest and so should Biden in our view. What do you think?
https://t.co/1HkmHxSsmU https://t.co/b89h5anaX1",0,0,2020-05-10 09:00:01
42,1259407833579356160,CBS News,Biden raises $2.7 million in first virtual fundraiser with DNC https://t.co/mTCOcbCxdh https://t.co/75wRC0NWQW,3,1,2020-05-10 09:00:00
43,1259407811324383233,BERNADETTE,"RT @LifeNewsHQ: 7 people have corroborated details of Tara Reade's allegations against Joe Biden.

Reade’s mother, brother, former neighbor…",0,53,2020-05-10 08:59:55
